social anxiety disorder,dsocial science,1
social anxiety disorder,dmedicine,1
Copy,dmedicine,1
Object-position recognition,dmedicine,1
Neurological disease,dsocial science,1
Parietal reach region,dsocial science,1
Parietal reach region,dengineering,1
Body perception,dsocial science,1
Body perception,dengineering,1
Body perception,dmedicine,1
Cross-modal priming,dengineering,2
Cross-modal priming,dmedicine,3
Amplitude of low-frequency fluctuation,dsocial science,1
Amplitude of low-frequency fluctuation,d-lifescience,1
amyotrophic lateral sclerosis,dmedicine,1
Evoked visual potentials,dmedicine,1
Vision tests,dengineering,1
VU0467154,dmedicine,1
Symbolic image,d-lifescience,1
Face memory,dsocial science,3
Face memory,dengineering,3
Face memory,dmedicine,2
alpha-amino adipic acid semialdehyde,dsocial science,1
Reduced folate carrier,dmedicine,1
Cognitive impairment index,dmedicine,1
Surgical outcome,dengineering,1
Experiential blindness,dengineering,1
Health services for the aged,dmedicine,1
Self-rated driving,dmedicine,1
Medulloblastoma,dengineering,2
Word retrieval,dsocial science,1
Word retrieval,dmedicine,2
Adrenocortical activity,dmedicine,1
Nonsymbolic fractions,dmedicine,1
Ultradian rhythm,dmedicine,1
Interhemispheric cooperation,dsocial science,1
Mooney,dsocial science,1
Health cognitions,dengineering,1
Mental Processing Speed,dmedicine,1
Letter-by-letter reading,dmedicine,1
Cerebral small vessel disease,dmedicine,1
User experience,dsocial science,2
User experience,dengineering,1
Word-referent,dsocial science,1
Hepatitis C,dmedicine,1
Nonsymbolic magnitudes,dengineering,1
Interlocking pentagons drawing,d-lifescience,1
Cardinality,dengineering,1
Luria,d-lifescience,1
Neuroleptic medication,dengineering,1
Cognitive affective syndrome,dmedicine,1
Cambridge Automated Neuropsychological Test Battery,d-lifescience,1
Model species,dmedicine,1
QLQ-C15-PAL,dmedicine,1
Scanpath,dsocial science,3
Virtual fixtures,dengineering,1
Dose-equivalence relationship,dmedicine,1
Sleep stage shifts,dmedicine,1
Critical flicker frequency,dmedicine,1
Target processing,dsocial science,1
Surface-based attention,dengineering,1
lexical space,dengineering,1
Lexical categorization,dsocial science,1
activation trends,dmedicine,1
Familial Alzheimer's disease,dengineering,1
Symbol interdependency,dengineering,1
Sociodemographic variables,dmedicine,1
VWFA,dsocial science,1
VWFA,dengineering,2
VWFA,dmedicine,2
Pregnenolone-sulphate,dsocial science,1
Pregnenolone-sulphate,dmedicine,1
Visual context,dmedicine,2
prediction error,dengineering,1
prediction error,dmedicine,1
Thalamocortical connections,d-lifescience,1
Vigabatrin,dsocial science,2
Vigabatrin,dengineering,1
visual illusion,dmedicine,1
Discrimination Reversal,d-lifescience,1
Lateral prefrontal cortex,dmedicine,2
arousal,dsocial science,5
periodontitis,dsocial science,1
Respiratory sinus arrhythmia,dmedicine,1
Dorsal premotor cortex,dsocial science,1
Dorsal premotor cortex,dengineering,1
Dorsal premotor cortex,dmedicine,1
Food deprivation,dsocial science,1
Food deprivation,dengineering,1
Elemental processing,dmedicine,1
Treatment effects,dengineering,1
Adolescent onset schizophrenia,dmedicine,1
Manual search,dsocial science,1
Manual search,dengineering,1
Self-report,dsocial science,1
Self-report,dengineering,4
Self-report,dmedicine,1
Pediatric,dsocial science,4
Pediatric,dengineering,4
Pediatric,dmedicine,4
Pediatric,d-lifescience,1
Homing pigeon,dmedicine,1
Landscape management,dsocial science,1
All-or-none,dsocial science,1
Moving object detection,dengineering,1
MiniMental Parkinson,dengineering,1
Attentional control,dsocial science,2
Attentional control,dengineering,9
Attentional control,dmedicine,6
Attentional control,d-lifescience,2
Threat of shock,d-lifescience,1
Resources,dmedicine,3
Reflexive consciousness,dsocial science,1
Extracellular matrix,dmedicine,1
Phonemic fluency,dsocial science,1
Mining brain dynamics,dengineering,1
Motor primitives,dengineering,1
Single prolonged stress,dmedicine,1
spontaneous monitoring,d-lifescience,1
Intermediate-level form vision,dsocial science,1
Electrode placement,dengineering,1
Electrode placement,dmedicine,1
Speaker variability,d-lifescience,1
somatosensory cortex,dengineering,2
Ventral vs. dorsal pathways,dmedicine,2
Ecology,dmedicine,1
Concussion Vital Signs,dengineering,1
$Apolipoprotein E$Cognitive performance$Executive processes$Antagonistic pleiotropy$Metaanalysis,dengineering,1
Conversif disorders,dsocial science,1
Dilept (GZR-123),dmedicine,1
Movement representations,dmedicine,1
Visual habituation paradigm,dmedicine,1
N-Methyl-d-aspartate receptor,dsocial science,1
etic,dmedicine,1
Scan path,dmedicine,1
Upright standing,dmedicine,1
Visual processing speed,dengineering,1
Visual processing speed,d-lifescience,1
Endophenocognitype,dengineering,1
Ibertsson,dengineering,1
Natural kinds,dmedicine,1
Allosterics,dsocial science,1
Pseudoword,dmedicine,2
nature,dmedicine,1
functional near-infrared spectroscopy,dmedicine,1
Cigarette smoking,dsocial science,1
Cigarette smoking,dengineering,1
Cigarette smoking,dmedicine,4
Battery for functional magnetic resonance imaging (FMRI),dsocial science,1
Rhesus monkeys,dmedicine,1
Top-down influences,dsocial science,1
8B Auditory,dengineering,1
Hierarchical object processing,dengineering,1
Nasal continuous positive airway pressure,dmedicine,1
Intraventricular meningioma,dmedicine,1
response complexity,dmedicine,1
Parallel forms,dmedicine,1
Sitting,d-lifescience,1
Xp11.23p11.3 duplication,dmedicine,1
B-SIT,dengineering,1
Cognitive screening measures,dengineering,1
P400,dsocial science,1
P400,dmedicine,1
2LIP,d-lifescience,1
Object recognition,dsocial science,9
Object recognition,dengineering,32
Object recognition,dmedicine,24
Object recognition,d-lifescience,7
Brain ageing,d-lifescience,1
Consensus,dengineering,1
First episode MDD,dsocial science,1
Imaging genetics,dengineering,1
Multivitamin,dsocial science,1
Multivitamin,dmedicine,2
Goal habituation,dsocial science,1
Goal habituation,dmedicine,1
GABA receptor,dmedicine,1
Imaging biomarkers,dmedicine,1
Task modulation,dengineering,1
Hearing screenings,d-lifescience,1
Premedication,dengineering,1
multisensory enhancement,dmedicine,1
automobile driving,dsocial science,1
automobile driving,d-lifescience,2
Shape and color,dmedicine,1
Ontologies,dsocial science,1
Ontologies,dengineering,1
Neurotoxins,d-lifescience,1
Proust phenomenon,dsocial science,1
Assessment of cognitive disorders/dementia,dengineering,1
Deferred imitation,dsocial science,1
Deferred imitation,dengineering,2
Rebus,dengineering,1
EBA,d-lifescience,1
Autonomous centenarians,dengineering,1
Dietary supplement,dsocial science,1
Dietary supplement,dmedicine,1
academic,dmedicine,1
Tiredness,dengineering,1
Coloured hearing,dengineering,1
Exploration,dsocial science,3
Exploration,dengineering,3
Exploration,dmedicine,2
Horizontal connections,dmedicine,1
Horizontal connections,d-lifescience,1
Fatigue-transfer effect,d-lifescience,1
C57BL/6,dengineering,1
C57BL/6,dmedicine,1
psychometrics,dsocial science,1
psychometrics,dengineering,1
psychometrics,dmedicine,2
Adult-onset,dmedicine,1
Face-to-face,dengineering,1
Sensory conflict,dsocial science,1
In vivo,d-lifescience,1
Product expression,dmedicine,1
PET neuroimaging,dengineering,1
delayed response,dengineering,1
delayed response,dmedicine,1
survival,dsocial science,1
survival,dengineering,1
Biophilia,dsocial science,1
Scene Perception,dsocial science,1
Low-birth-weight infants,dengineering,1
Movement kinematics,dmedicine,2
Auditory P300,d-lifescience,1
Sternberg task,d-lifescience,1
Mental training,dsocial science,1
Mental training,dmedicine,1
Cell assemblies,dsocial science,1
Fetal alcohol (FAS,,1
medical decision making,dmedicine,1
CHRNA4 rs1044396,dengineering,1
Hippocampus,dsocial science,24
Hippocampus,dengineering,40
Hippocampus,dmedicine,45
Hippocampus,d-lifescience,17
Hippocampus,,2
Humanization,dmedicine,1
Perception and understanding of intentions and actions,dmedicine,1
primary visual cortex,dengineering,1
Facebook,dmedicine,1
treadmill,dengineering,1
moral cognition,dmedicine,1
Hardness,dmedicine,1
Home literacy experiences,dengineering,1
Word stem completion,dengineering,1
neuropsychological performance,dsocial science,1
neuropsychological performance,dengineering,1
Focal radiotherapy,dengineering,1
EEG (electroencephalogram),dsocial science,1
Antidementia agent,d-lifescience,1
Aricept®,dsocial science,1
Implicit processing,dsocial science,1
Implicit processing,dengineering,2
Implicit processing,dmedicine,1
Implicit processing,d-lifescience,1
Functional organization,dengineering,1
Patient preference,dsocial science,1
Statin,dmedicine,1
Subjective perspective,dsocial science,1
Functional imaging,dsocial science,2
Functional imaging,dengineering,4
Functional imaging,dmedicine,6
Dorsal stream processing,dengineering,1
mGlu7 receptors,dsocial science,1
assessment strategies,dsocial science,1
activity theory,dmedicine,1
Spatial EEG patterns,d-lifescience,1
facial age estimation,dengineering,1
Semantic landmarks,dsocial science,1
Psychosocial impact,dsocial science,2
Cross-modal perception,dsocial science,1
Cross-modal perception,dengineering,2
Cross-modal perception,dmedicine,2
altitude,dmedicine,1
Self-directed behavior,dmedicine,1
grasping,dsocial science,1
grasping,dengineering,1
Initial rapid orienting,dmedicine,1
Procedural versus declarative,d-lifescience,1
Nonvisual effects of light,dmedicine,1
Medial frontal gyrus,dengineering,1
Medial frontal gyrus,dmedicine,1
Extremely preterm birth,dengineering,1
Entorhinal and hippocampal atrophy,dmedicine,1
Cerebrovascular,dmedicine,1
Map cognition,dsocial science,1
Map cognition,dmedicine,1
complications,dmedicine,2
cognitive conspicuity,dengineering,1
Health utility,dsocial science,1
Object manipulation,dmedicine,2
Synaptic function,dsocial science,1
Calibration,dengineering,1
Reading mind in the eyes,dsocial science,1
Visual artwork,dsocial science,1
Preceptorship,dsocial science,1
Imitation inhibition,dsocial science,1
neurological basis of cognition,dsocial science,1
Hummingbird,dmedicine,1
Pharmacodynamics,dengineering,4
Pharmacodynamics,dmedicine,1
Pharmacodynamics,d-lifescience,1
Neurocognitive,dsocial science,4
Neurocognitive,dengineering,4
Neurocognitive,dmedicine,8
Neurocognitive,d-lifescience,3
Emotional chimeric faces,dsocial science,1
Natural image statistics,dmedicine,1
motion in depth,dmedicine,1
Posterror slowing,dsocial science,1
Emotion recognition,dsocial science,7
Emotion recognition,dengineering,12
Emotion recognition,dmedicine,14
Emotion recognition,d-lifescience,3
Forced hospitalization,dengineering,1
"?2-m,,1
phoneme awareness,dmedicine,1
Type 1 diabetes,dsocial science,1
Type 1 diabetes,dengineering,2
Type 1 diabetes,dmedicine,3
Environmental distraction,dmedicine,1
Six degree of freedom,dmedicine,1
Nightmares,dmedicine,1
State-anxiety,dmedicine,1
Normal cognition,dsocial science,1
Tourism,d-lifescience,1
cognitive development,dsocial science,1
cognitive development,dengineering,3
cognitive development,dmedicine,3
cognitive development,d-lifescience,1
Visual media,dmedicine,1
Multicultural,dengineering,1
Steroid hormones,dengineering,3
Tau,dmedicine,7
Non-verbal learning disabilities,dsocial science,1
dose-response relationship,dsocial science,1
S-R binding,dmedicine,1
Social influence,dsocial science,1
Social influence,dengineering,1
essential tremor,dmedicine,1
Copernicus,d-lifescience,1
Associative value,dmedicine,1
M.,dsocial science,1
M.,dmedicine,1
Chronicity,dmedicine,1
Self-management,dsocial science,1
Jun kinases,dsocial science,1
Drawing from memory,dmedicine,1
Location-based inhibition,dmedicine,1
CD-1 mice,d-lifescience,1
object matching,d-lifescience,1
Controlled retrieval,dengineering,1
Decoding emotional expressions,dmedicine,1
Husserl,dsocial science,1
Mobile eye tracking,dsocial science,1
Face-name memory encoding,dmedicine,1
Performance decrement,d-lifescience,1
Subclinical epileptiform EEG discharges,dsocial science,1
Subclinical epileptiform EEG discharges,dmedicine,1
Task speed,dmedicine,1
Haptic feedback,dengineering,2
Haptic feedback,dmedicine,1
Pattern classification,dsocial science,1
Pattern classification,dengineering,1
Pattern classification,dmedicine,1
Tactile perception,dengineering,1
Tactile perception,dmedicine,1
Tactile perception,d-lifescience,2
Body movements,dsocial science,1
synaptic plasticity,dengineering,1
synaptic plasticity,dmedicine,2
MT,dsocial science,3
MT,dengineering,1
MT,dmedicine,1
MT,d-lifescience,1
Entropy,dengineering,1
Entropy,dmedicine,1
MS,dengineering,2
Visuo-motor integration,dengineering,1
Visuo-motor integration,dmedicine,1
neuropsychological function,dsocial science,1
System WHAT,dmedicine,1
statistical parametric mapping,dmedicine,1
Growth hormone deficiency (GHD),dmedicine,1
object manipulation,dengineering,1
Approach-avoidance motivation,dmedicine,1
Category-specific effects,dengineering,1
Extrastriate,dengineering,1
Extrastriate,dmedicine,1
inspection time (IT),dengineering,1
Hip fracture,dsocial science,1
Hip fracture,dengineering,4
Hip fracture,dmedicine,1
Maternal behavior,d-lifescience,2
Reduced activity,d-lifescience,1
Doubles,dmedicine,1
Dipole source localization,dsocial science,1
Mediating mechanisms,dsocial science,1
Auditory distraction,dsocial science,1
Auditory distraction,dengineering,3
Auditory distraction,dmedicine,2
opioids,d-lifescience,1
Similarity,dsocial science,2
Similarity,dengineering,3
Similarity,dmedicine,5
Similarity,d-lifescience,1
Body semantics,dmedicine,1
aripiprazole,d-lifescience,1
cognitive assessment,dsocial science,2
cognitive assessment,dmedicine,3
cognitive assessment,d-lifescience,2
performance deficit,dmedicine,1
biased familiarity,dengineering,1
Behavioral Dyscontrol Scale-II,dmedicine,1
Word familiarity,dmedicine,1
Cocoa,dsocial science,1
Cocoa,dengineering,1
Cocoa,dmedicine,1
Unfamiliar visual objects,dmedicine,1
neighborhood frequency,dsocial science,1
OMEGA-3 FATTY ACIDS,dsocial science,1
STG,dsocial science,1
Episodic retrieval,dsocial science,1
Episodic retrieval,dengineering,1
Episodic retrieval,dmedicine,2
Head stabilisation,dmedicine,1
Female suit,dmedicine,1
STM,dsocial science,1
Wiesel,d-lifescience,1
STS,dsocial science,2
STS,dengineering,3
STS,dmedicine,3
STS,d-lifescience,1
Adderall,d-lifescience,1
Reference frame coordinates,dengineering,1
Stereotype,dsocial science,2
Stereotype,dengineering,1
autobiographical hallucinations,dengineering,1
Flexibility,dsocial science,1
Flexibility,dmedicine,4
Flexibility,d-lifescience,1
Panic disorder,dsocial science,1
Panic disorder,dengineering,1
Panic disorder,dmedicine,1
Stereotypy,dmedicine,1
Varenicline,dengineering,1
Varenicline,dmedicine,2
Nonlinear dynamics,dsocial science,1
Nonlinear dynamics,dengineering,1
Nonlinear dynamics,dmedicine,3
Conventional antipsychotics,dengineering,1
The divided visual field paradigm,dmedicine,1
LIP,dengineering,1
Neural re-use,dsocial science,1
Choice decision,dsocial science,1
Visual object,dengineering,1
Visual object,dmedicine,1
Overt visual attention,d-lifescience,1
Hiding,dmedicine,1
Nutritional status,dsocial science,1
Nutritional status,dengineering,1
Nutritional status,dmedicine,1
Abuse liability,dmedicine,1
Semantic processing,dsocial science,3
Semantic processing,dengineering,4
Semantic processing,dmedicine,5
Semantic processing,d-lifescience,2
Reinforcement,dsocial science,4
Reinforcement,dengineering,2
Reinforcement,dmedicine,1
Reinforcement,d-lifescience,2
Movement observation-execution,dmedicine,1
Ordinal judgment,dsocial science,1
Attention-defcit/hyperactivity disorder,dsocial science,1
Magnetic resonance imaging,dsocial science,14
Magnetic resonance imaging,dengineering,13
Magnetic resonance imaging,dmedicine,26
Magnetic resonance imaging,d-lifescience,9
Magnetic resonance imaging,,2
Idiothetic navigation,dengineering,1
Idiothetic navigation,d-lifescience,1
Abstract words,dengineering,1
Infant numerical abilities,d-lifescience,1
Experiment,dmedicine,1
Network science,dengineering,1
Change characterization,d-lifescience,1
Facial motion,dengineering,1
Imagery use,dmedicine,1
Stimulus discrimination,dengineering,1
dental amalgam,dengineering,1
Eating disorders,dsocial science,2
Eating disorders,dengineering,1
Eating disorders,dmedicine,4
Eating disorders,d-lifescience,1
Caloric preload,dmedicine,1
Physiological systems,dsocial science,1
Social performance anxiety,dengineering,1
disorders of consciousness,dmedicine,1
trauma,dmedicine,2
Agitation of the elderly,dmedicine,1
Pongo pygmaeus,dmedicine,1
visuo-spatial attention,dengineering,1
incentives,dsocial science,1
Continuity violations,dengineering,1
Random number generation,dsocial science,1
Random number generation,dmedicine,2
Child cognition,dmedicine,1
nondeclarative memory,dengineering,1
Attentional shroud,d-lifescience,1
South Africa,dengineering,1
Functional-imaging,dsocial science,1
Middle distance runs,dmedicine,1
Emotional ontogenesis,dmedicine,1
Total anomalous pulmonary venous connection,dmedicine,1
Saccade,dsocial science,2
Saccade,dengineering,4
Saccade,dmedicine,9
Saccade,d-lifescience,7
Whiplash,dsocial science,1
Whiplash,d-lifescience,1
Bayesian model selection,dsocial science,1
Bayesian model selection,dmedicine,1
neglect,dengineering,1
neglect,dmedicine,1
emotion,dsocial science,8
emotion,dengineering,9
emotion,dmedicine,17
emotion,d-lifescience,2
Psittacines,dmedicine,1
Simulation of neglect,dsocial science,1
Das-Naglieri Cognitive Assessment System (DN-CAS),dmedicine,1
Pattern recognition/visual,dmedicine,1
Event-related brain potential (ERP),dengineering,1
Event-related brain potential (ERP),dmedicine,2
Brain lesion,dsocial science,1
Brain lesion,dengineering,1
Brain lesion,d-lifescience,2
Topiramate,dsocial science,1
Topiramate,dengineering,1
Topiramate,dmedicine,6
Home cage testing,dsocial science,1
Anabas testudineus,dsocial science,1
Dynamic superiority effect,dmedicine,1
Cerebrospinal fluid,dengineering,1
Cerebrospinal fluid,dmedicine,3
Hemispheric differences,dsocial science,2
Hemispheric differences,dmedicine,1
Early treatment,dmedicine,1
Response-time theories,dengineering,1
History,dsocial science,1
History,dengineering,2
History,dmedicine,3
Cognition and emotion,dengineering,2
Sensation,dsocial science,1
Sensation,dengineering,2
Sensation,d-lifescience,1
Neurpsycologic alterations,d-lifescience,1
Cognitive correlates of hyperopia,dmedicine,1
Cognitive enhancer,dsocial science,1
Cognitive enhancer,dmedicine,1
Location,dsocial science,3
Location,dengineering,2
Location,dmedicine,1
Location,d-lifescience,1
Infarct,dengineering,1
Volleyball players,dsocial science,1
Matlab,dmedicine,1
Percutaneous transluminal angioplasty,dengineering,1
interstimulus interval,dmedicine,1
trait and state markers,dengineering,1
Gaze contact,d-lifescience,1
Social neuroscience,dsocial science,2
Social neuroscience,dengineering,1
Social neuroscience,dmedicine,5
Social neuroscience,d-lifescience,1
Linearization,dmedicine,1
normal cognitive aging,dengineering,1
Non-visual and motor imagery,dsocial science,1
Gender effects,d-lifescience,1
Attention deficit/hyperactivity disorder,dengineering,2
Attention deficit/hyperactivity disorder,dmedicine,2
Nonverbal IQ,dsocial science,1
Group bias,dmedicine,1
Navigator,dsocial science,1
Hybrid systems,dsocial science,1
Neuropsychological assessment,dsocial science,13
Neuropsychological assessment,dengineering,12
Neuropsychological assessment,dmedicine,22
Neuropsychological assessment,d-lifescience,5
Neuropsychological assessment,,1
Frugivore,dmedicine,1
Indirect names,dengineering,1
Visual MMN,dsocial science,1
CFQ,dengineering,2
Context-embedded,dengineering,1
Event-related EEG responses,dsocial science,1
Congenital blindness,dmedicine,1
TACO1,dengineering,1
Ethiopia,d-lifescience,1
Congenital hydrocephalus,dmedicine,1
Ska,d-lifescience,1
design cognition,dengineering,1
design cognition,dmedicine,3
Top-down,dengineering,1
Top-down,dmedicine,5
Top-down,d-lifescience,3
Transcranial direct current stimulation (tDCS),dmedicine,2
Attentional adjustment,dsocial science,1
Leadership,dmedicine,1
Document examination,dengineering,2
Signal detection task,dmedicine,1
Signal detection task,d-lifescience,1
Survey knowledge,dengineering,1
Visuomotor integration,dsocial science,1
Visuomotor integration,dmedicine,3
Visuomotor integration,d-lifescience,1
response ordering,dengineering,1
P/8,dmedicine,1
Optical topography,dsocial science,1
Optical topography,d-lifescience,1
unmanned ground vehicles,dmedicine,1
Spontaneous preference,dmedicine,1
Hippocampal atrophy,dsocial science,1
Hippocampal atrophy,dengineering,1
Hippocampal atrophy,dmedicine,1
Functional semantic features,dsocial science,1
vision,dsocial science,4
vision,dengineering,4
vision,dmedicine,7
N270-P300,dengineering,1
Cognitive experiments,dengineering,1
Incentive habit,dengineering,1
comorbidity,dengineering,2
comorbidity,dmedicine,1
comorbidity,d-lifescience,1
Jumping spider,d-lifescience,1
Unconscious priming,dsocial science,1
Unconscious priming,dmedicine,1
Cortical plasticity,dsocial science,1
Cortical plasticity,dengineering,1
Modality switch,dmedicine,1
Hip,d-lifescience,1
Placement,dsocial science,1
VLSM,d-lifescience,1
Ventral visual system,dsocial science,1
Ventral visual system,dengineering,4
"Internal capsule,,1
Five-choice serial reaction time task,dengineering,2
Five-choice serial reaction time task,dmedicine,1
Distributed cognition,dsocial science,2
Distributed cognition,dengineering,3
Distributed cognition,dmedicine,3
Distributed cognition,d-lifescience,1
Mestizo,dmedicine,1
Inferior temporal cortex,dengineering,2
Inferior temporal cortex,dmedicine,1
Stability,dsocial science,1
Stability,dengineering,1
Carotid stenosis,dengineering,1
Carotid stenosis,d-lifescience,1
Social problem solving Facial expression recognition,dengineering,1
11-beta-hydroxysteroid dehydrogenase type 2,dsocial science,1
Dual-pathway,dsocial science,1
Wechsler adult intelligence scale,dmedicine,1
brain cognitive dissimilarity measure (BCDM),dsocial science,1
Action goal,d-lifescience,1
Object permanence,dsocial science,4
Object permanence,dengineering,4
Object permanence,dmedicine,7
Object permanence,d-lifescience,1
Brain TRODAT-SPECT,dmedicine,1
Trail making task,dengineering,1
epistemology,dmedicine,1
Electrical stimulation,dmedicine,3
accelerometer,dsocial science,1
Cholecalciferol,dmedicine,1
Leuprolide,dmedicine,1
Event-related-potentials,dmedicine,1
Subgenual cingulate cortex,dengineering,1
Subgenual cingulate cortex,dmedicine,1
Tractor-trailer,dsocial science,1
Safety errors,dmedicine,1
Serotonin receptors,dmedicine,1
Music theater voice,dmedicine,1
Biology education,dmedicine,1
Cognitive neuropsychology,dmedicine,2
Perceived naturalness,dmedicine,1
Survivorship,dsocial science,1
Survivorship,dengineering,1
Estrogens,dsocial science,2
Estrogens,dengineering,1
Estrogens,dmedicine,2
Head motion analysis,dmedicine,1
Size,dmedicine,1
Size,d-lifescience,1
New language learning,d-lifescience,1
Top-down regulation,dmedicine,1
Metals,dengineering,1
technology,dmedicine,1
Profile,dsocial science,1
Profile,dmedicine,1
Anticholinergics,dsocial science,1
Chlorpromazine,dsocial science,1
Confirmatory Factorial Analysis,dmedicine,1
Postnatal development,dsocial science,1
Speech disorders,dmedicine,1
Flexibility of meaning,dmedicine,1
Blood,dmedicine,1
3D interaction,dmedicine,1
Aerobic fitness,dmedicine,2
Familiar names,dmedicine,1
Event-related-potential,dengineering,1
Oxygen,dmedicine,2
PCNN,dengineering,1
IRM,d-lifescience,1
tracking,dsocial science,1
Mental model,dsocial science,1
Mental model,dengineering,3
Mental model,dmedicine,1
Glioma,dsocial science,1
Glioma,dengineering,2
Glioma,dmedicine,2
hypoxia,dmedicine,1
Latent inhibition,dsocial science,1
Latent inhibition,dengineering,1
Corvids,dmedicine,1
Broca's area,dsocial science,1
Broca's area,dengineering,2
Broca's area,dmedicine,4
NAA,dmedicine,1
Visual stimulation,dsocial science,1
Visual stimulation,dmedicine,1
Foreknowledge,dmedicine,1
Cortical activity,dsocial science,1
Cortical activity,dengineering,1
Old/new effects,dmedicine,1
Cortical circuit,dmedicine,1
Cortical circuit,d-lifescience,1
Galaxies,dengineering,1
Psychiatric history,dengineering,1
Electroretinogram,dsocial science,2
Electroretinogram,dmedicine,1
Steroid responsive encephalopathy with autoimmune thyroiditis (SREAT),dmedicine,1
Pleasantness,d-lifescience,1
