word,dsocial science,dengineering,dmedicine,d-lifescience
Neuropsychological tests,0.192771084337,0.265060240964,0.433734939759,0.10843373494
Selective attention,0.1875,0.3,0.45,0.0625
MRI,0.275,0.3125,0.3375,0.075
Human,0.230769230769,0.333333333333,0.358974358974,0.0769230769231
Quality of life,0.179487179487,0.179487179487,0.487179487179,0.141025641026
Face processing,0.155844155844,0.311688311688,0.441558441558,0.0909090909091
Inhibition,0.181818181818,0.324675324675,0.363636363636,0.12987012987
Neuroimaging,0.233766233766,0.298701298701,0.415584415584,0.0519480519481
memory,0.186666666667,0.213333333333,0.506666666667,0.0933333333333
Functional connectivity,0.2,0.266666666667,0.373333333333,0.16
Cognitive,0.27027027027,0.256756756757,0.378378378378,0.0945945945946
Episodic memory,0.256756756757,0.310810810811,0.351351351351,0.0810810810811
Epilepsy,0.208333333333,0.263888888889,0.375,0.152777777778
Object recognition,0.125,0.444444444444,0.333333333333,0.0972222222222
ERPs,0.147058823529,0.264705882353,0.455882352941,0.117647058824
Psychosis,0.176470588235,0.205882352941,0.485294117647,0.132352941176
Neurocognition,0.176470588235,0.25,0.470588235294,0.102941176471
Cognitive performance,0.194029850746,0.283582089552,0.402985074627,0.119402985075
Event-related potential,0.328358208955,0.268656716418,0.298507462687,0.089552238806
Face perception,0.179104477612,0.298507462687,0.328358208955,0.179104477612
Dopamine,0.272727272727,0.30303030303,0.333333333333,0.0909090909091
Cognitive functions,0.169230769231,0.353846153846,0.353846153846,0.123076923077
Bipolar disorder,0.215384615385,0.307692307692,0.369230769231,0.107692307692
Categorization,0.230769230769,0.292307692308,0.369230769231,0.107692307692
Magnetic resonance imaging,0.21875,0.203125,0.40625,0.140625
Traumatic brain injury,0.301587301587,0.349206349206,0.269841269841,0.0793650793651
Brain,0.290322580645,0.306451612903,0.306451612903,0.0806451612903
Intelligence,0.213114754098,0.245901639344,0.459016393443,0.0819672131148
Cerebellum,0.180327868852,0.344262295082,0.426229508197,0.0491803278689
Processing speed,0.25,0.25,0.45,0.05
Visual,0.216666666667,0.25,0.433333333333,0.1
Decision making,0.254237288136,0.220338983051,0.474576271186,0.0508474576271
Consciousness,0.254237288136,0.186440677966,0.406779661017,0.152542372881
Mood,0.224137931034,0.172413793103,0.534482758621,0.0689655172414
Gender,0.172413793103,0.327586206897,0.327586206897,0.172413793103
Face recognition,0.310344827586,0.327586206897,0.310344827586,0.051724137931
aging,0.181818181818,0.345454545455,0.436363636364,0.0363636363636
working memory,0.181818181818,0.4,0.345454545455,0.0727272727273
Sex differences,0.203703703704,0.277777777778,0.351851851852,0.166666666667
Mental rotation,0.222222222222,0.259259259259,0.444444444444,0.0740740740741
Individual differences,0.277777777778,0.203703703704,0.388888888889,0.12962962963
Neurosurgery and Psychiatry",0.0,0.0,0.0,0.0
Ageing,0.132075471698,0.490566037736,0.320754716981,0.0566037735849
Neuropsychological assessment,0.245283018868,0.22641509434,0.415094339623,0.0943396226415
Functional MRI,0.211538461538,0.326923076923,0.307692307692,0.153846153846
schizophrenia,0.192307692308,0.25,0.423076923077,0.134615384615
Alzheimer disease,0.21568627451,0.333333333333,0.372549019608,0.078431372549
Visual cortex,0.26,0.28,0.34,0.12
Magnetoencephalography,0.2,0.36,0.3,0.14
Faces,0.18,0.26,0.48,0.08
ADHD,0.16,0.36,0.34,0.14
Driving,0.16,0.32,0.38,0.14
Behavior,0.26,0.28,0.34,0.1
Navigation,0.163265306122,0.30612244898,0.34693877551,0.183673469388
Pain,0.285714285714,0.285714285714,0.326530612245,0.102040816327
Basal ganglia,0.354166666667,0.166666666667,0.4375,0.0416666666667
Metacognition,0.229166666667,0.25,0.395833333333,0.125
Affective and Behavioral Neuroscience",0.0,0.0,0.0,0.0
Assessment,0.0851063829787,0.404255319149,0.404255319149,0.106382978723
Priming,0.127659574468,0.382978723404,0.425531914894,0.063829787234
Auditory,0.282608695652,0.239130434783,0.369565217391,0.108695652174
social cognition,0.152173913043,0.304347826087,0.413043478261,0.130434782609
Eye tracking,0.173913043478,0.217391304348,0.478260869565,0.130434782609
Information processing,0.239130434783,0.304347826087,0.304347826087,0.130434782609
Action,0.217391304348,0.282608695652,0.369565217391,0.130434782609
Task switching,0.108695652174,0.326086956522,0.478260869565,0.0869565217391
Electroencephalography,0.222222222222,0.244444444444,0.444444444444,0.0888888888889
Spatial memory,0.0666666666667,0.377777777778,0.4,0.155555555556
Stress,0.111111111111,0.377777777778,0.466666666667,0.0444444444444
Reward,0.159090909091,0.340909090909,0.431818181818,0.0681818181818
dementia,0.279069767442,0.255813953488,0.302325581395,0.162790697674
Alcohol,0.186046511628,0.372093023256,0.302325581395,0.139534883721
Infancy,0.209302325581,0.232558139535,0.488372093023,0.0697674418605
Parietal cortex,0.238095238095,0.309523809524,0.309523809524,0.142857142857
Spatial attention,0.190476190476,0.238095238095,0.428571428571,0.142857142857
Cognitive aging,0.166666666667,0.357142857143,0.428571428571,0.047619047619
Saccades,0.214285714286,0.404761904762,0.333333333333,0.047619047619
Attentional bias,0.170731707317,0.365853658537,0.414634146341,0.0487804878049
Eye-tracking,0.15,0.25,0.55,0.05
N400,0.15,0.25,0.45,0.15
Visual memory,0.1,0.375,0.45,0.075
P3,0.075,0.35,0.3,0.25
Plasticity,0.153846153846,0.435897435897,0.333333333333,0.0769230769231
Cognitive decline,0.282051282051,0.307692307692,0.384615384615,0.025641025641
neuropsychology,0.179487179487,0.307692307692,0.358974358974,0.153846153846
Williams syndrome,0.230769230769,0.282051282051,0.358974358974,0.128205128205
Semantics,0.179487179487,0.333333333333,0.358974358974,0.128205128205
Face,0.102564102564,0.307692307692,0.461538461538,0.128205128205
Outcome,0.105263157895,0.5,0.315789473684,0.0789473684211
N170,0.0789473684211,0.342105263158,0.5,0.0789473684211
Hallucinations,0.236842105263,0.236842105263,0.421052631579,0.105263157895
Virtual reality,0.135135135135,0.432432432432,0.297297297297,0.135135135135
Monkey,0.189189189189,0.459459459459,0.27027027027,0.0810810810811
Motivation,0.305555555556,0.25,0.277777777778,0.166666666667
Biological motion,0.166666666667,0.416666666667,0.388888888889,0.0277777777778
emotion,0.222222222222,0.25,0.472222222222,0.0555555555556
Emotion recognition,0.194444444444,0.333333333333,0.388888888889,0.0833333333333
Executive functioning,0.228571428571,0.228571428571,0.457142857143,0.0571428571429
Impulsivity,0.285714285714,0.228571428571,0.371428571429,0.114285714286
Resting state,0.171428571429,0.371428571429,0.428571428571,0.0285714285714
Dyslexia,0.0571428571429,0.314285714286,0.542857142857,0.0857142857143
Arousal,0.228571428571,0.285714285714,0.342857142857,0.142857142857
MEG,0.342857142857,0.2,0.371428571429,0.0857142857143
Multisensory integration,0.176470588235,0.205882352941,0.5,0.117647058824
Mental imagery,0.264705882353,0.411764705882,0.294117647059,0.0294117647059
Facial expression,0.0882352941176,0.235294117647,0.5,0.176470588235
Cognitive deficits,0.0882352941176,0.235294117647,0.529411764706,0.147058823529
Emotion regulation,0.264705882353,0.323529411765,0.294117647059,0.0882352941176
Empathy,0.323529411765,0.264705882353,0.352941176471,0.0588235294118
Affect,0.205882352941,0.235294117647,0.558823529412,0.0
Psychophysics,0.147058823529,0.235294117647,0.529411764706,0.0882352941176
Visual working memory,0.272727272727,0.272727272727,0.363636363636,0.0909090909091
Motor control,0.181818181818,0.272727272727,0.484848484848,0.0606060606061
Expertise,0.242424242424,0.30303030303,0.393939393939,0.0606060606061
Mirror neurons,0.181818181818,0.363636363636,0.393939393939,0.0606060606061
Child,0.151515151515,0.333333333333,0.515151515152,0.0
Adolescence,0.0909090909091,0.30303030303,0.484848484848,0.121212121212
Awareness,0.242424242424,0.333333333333,0.333333333333,0.0909090909091
Familiarity,0.181818181818,0.242424242424,0.454545454545,0.121212121212
Transcranial magnetic stimulation,0.151515151515,0.212121212121,0.545454545455,0.0909090909091
Semantic memory,0.212121212121,0.454545454545,0.333333333333,0.0
Diffusion tensor imaging,0.212121212121,0.393939393939,0.272727272727,0.0606060606061
Temporal lobe epilepsy,0.09375,0.40625,0.46875,0.03125
Embodiment,0.125,0.34375,0.46875,0.0625
Cognitive dysfunction,0.15625,0.1875,0.53125,0.125
Balance,0.125,0.25,0.5625,0.0625
mild cognitive impairment,0.34375,0.25,0.28125,0.125
Short-term memory,0.193548387097,0.290322580645,0.483870967742,0.0322580645161
Older adults,0.0645161290323,0.354838709677,0.451612903226,0.129032258065
Cognition disorders,0.161290322581,0.161290322581,0.612903225806,0.0645161290323
Infant,0.225806451613,0.225806451613,0.387096774194,0.129032258065
Frontal lobe,0.322580645161,0.322580645161,0.322580645161,0.0322580645161
Rat,0.266666666667,0.266666666667,0.366666666667,0.1
Cognitive flexibility,0.133333333333,0.433333333333,0.333333333333,0.1
Perspective taking,0.166666666667,0.5,0.266666666667,0.0666666666667
Aphasia,0.2,0.2,0.566666666667,0.0333333333333
Infant cognition,0.333333333333,0.3,0.233333333333,0.133333333333
Laterality,0.166666666667,0.2,0.5,0.133333333333
Eye movement,0.2,0.266666666667,0.433333333333,0.1
Visual discrimination,0.2,0.4,0.266666666667,0.133333333333
Inhibitory control,0.275862068966,0.310344827586,0.241379310345,0.137931034483
Fatigue,0.172413793103,0.344827586207,0.310344827586,0.137931034483
Anterior cingulate cortex,0.206896551724,0.344827586207,0.344827586207,0.103448275862
Communication,0.137931034483,0.241379310345,0.51724137931,0.103448275862
Endophenotype,0.241379310345,0.241379310345,0.344827586207,0.172413793103
Child development,0.310344827586,0.172413793103,0.275862068966,0.241379310345
PET,0.206896551724,0.413793103448,0.344827586207,0.0
Recognition,0.241379310345,0.275862068966,0.379310344828,0.103448275862
Dual task,0.172413793103,0.344827586207,0.379310344828,0.103448275862
Cognitive load,0.172413793103,0.51724137931,0.310344827586,0.0
Cognitive functioning,0.206896551724,0.344827586207,0.379310344828,0.0689655172414
Acetylcholine,0.103448275862,0.448275862069,0.275862068966,0.172413793103
Recognition memory,0.172413793103,0.206896551724,0.448275862069,0.172413793103
Concussion,0.214285714286,0.392857142857,0.321428571429,0.0714285714286
Down syndrome,0.107142857143,0.321428571429,0.464285714286,0.107142857143
SYSNEURO,0.214285714286,0.357142857143,0.392857142857,0.0357142857143
Frontotemporal dementia,0.214285714286,0.214285714286,0.464285714286,0.0714285714286
Decision-making,0.285714285714,0.357142857143,0.357142857143,0.0
Lateralization,0.178571428571,0.321428571429,0.357142857143,0.142857142857
MCI,0.142857142857,0.357142857143,0.321428571429,0.178571428571
Serotonin,0.142857142857,0.285714285714,0.428571428571,0.142857142857
Distraction,0.214285714286,0.285714285714,0.428571428571,0.0714285714286
Visual processing,0.25,0.392857142857,0.321428571429,0.0357142857143
Emotions,0.0714285714286,0.178571428571,0.607142857143,0.142857142857
Nicotine,0.214285714286,0.285714285714,0.357142857143,0.142857142857
Adaptation,0.25,0.285714285714,0.392857142857,0.0714285714286
perception,0.222222222222,0.148148148148,0.481481481481,0.148148148148
depression,0.259259259259,0.296296296296,0.296296296296,0.148148148148
Meta-analysis,0.37037037037,0.333333333333,0.259259259259,0.037037037037
Context,0.111111111111,0.518518518519,0.333333333333,0.037037037037
Imagery,0.185185185185,0.333333333333,0.333333333333,0.148148148148
Adolescents,0.222222222222,0.407407407407,0.37037037037,0.0
Longitudinal,0.259259259259,0.444444444444,0.259259259259,0.037037037037
White matter,0.333333333333,0.222222222222,0.333333333333,0.111111111111
Divided attention,0.148148148148,0.333333333333,0.37037037037,0.148148148148
Parietal,0.222222222222,0.296296296296,0.407407407407,0.0740740740741
Multisensory,0.333333333333,0.148148148148,0.407407407407,0.111111111111
Caffeine,0.307692307692,0.346153846154,0.269230769231,0.0769230769231
Neglect,0.0769230769231,0.230769230769,0.423076923077,0.269230769231
Blindness,0.0769230769231,0.423076923077,0.384615384615,0.115384615385
Dementia with Lewy bodies,0.307692307692,0.307692307692,0.307692307692,0.0769230769231
Visual impairment,0.0769230769231,0.346153846154,0.423076923077,0.153846153846
Infants,0.384615384615,0.269230769231,0.269230769231,0.0769230769231
Music,0.230769230769,0.269230769231,0.423076923077,0.0769230769231
Gait,0.192307692308,0.230769230769,0.538461538462,0.0384615384615
Prediction,0.192307692308,0.307692307692,0.423076923077,0.0769230769231
Visual word recognition,0.153846153846,0.269230769231,0.538461538462,0.0384615384615
Mild traumatic brain injury,0.0769230769231,0.461538461538,0.269230769231,0.153846153846
Problem solving,0.192307692308,0.269230769231,0.461538461538,0.0769230769231
Interference,0.153846153846,0.153846153846,0.576923076923,0.115384615385
Temporal lobe,0.230769230769,0.5,0.230769230769,0.0384615384615
Education,0.192307692308,0.115384615385,0.423076923077,0.230769230769
Grounded cognition,0.153846153846,0.269230769231,0.461538461538,0.115384615385
Humans,0.12,0.2,0.44,0.24
Addiction,0.16,0.4,0.28,0.16
Self,0.12,0.44,0.36,0.08
Executive control,0.12,0.32,0.52,0.04
Motor,0.12,0.44,0.36,0.08
Genetics,0.36,0.2,0.44,0.0
Parkinson disease,0.2,0.24,0.44,0.12
Gender differences,0.28,0.28,0.4,0.04
Number,0.28,0.44,0.2,0.08
Functional magnetic resonance imaging (fMRI),0.166666666667,0.333333333333,0.375,0.125
Motor learning,0.208333333333,0.375,0.375,0.0416666666667
Disability,0.25,0.25,0.458333333333,0.0416666666667
Emotion perception,0.25,0.291666666667,0.375,0.0833333333333
PTSD,0.25,0.375,0.25,0.125
cognitive function,0.208333333333,0.291666666667,0.458333333333,0.0416666666667
cognitive impairment,0.166666666667,0.291666666667,0.458333333333,0.0833333333333
Reasoning,0.125,0.208333333333,0.541666666667,0.125
Dual-task,0.125,0.25,0.583333333333,0.0416666666667
Naming,0.291666666667,0.125,0.541666666667,0.0416666666667
Connectivity,0.333333333333,0.208333333333,0.208333333333,0.208333333333
Risk factors,0.125,0.25,0.541666666667,0.0833333333333
Voxel-based morphometry,0.166666666667,0.333333333333,0.375,0.125
Response inhibition,0.217391304348,0.304347826087,0.478260869565,0.0
Age,0.260869565217,0.260869565217,0.391304347826,0.0869565217391
Sustained attention,0.217391304348,0.173913043478,0.217391304348,0.391304347826
Default mode network,0.260869565217,0.260869565217,0.434782608696,0.0434782608696
Simulation,0.130434782609,0.347826086957,0.391304347826,0.130434782609
Perceptual learning,0.217391304348,0.260869565217,0.304347826087,0.173913043478
Comorbidity,0.0869565217391,0.173913043478,0.695652173913,0.0434782608696
Representation,0.173913043478,0.347826086957,0.434782608696,0.0434782608696
Cortisol,0.0869565217391,0.304347826087,0.434782608696,0.173913043478
Facial expressions,0.217391304348,0.0869565217391,0.521739130435,0.173913043478
Aged,0.217391304348,0.130434782609,0.478260869565,0.173913043478
Striatum,0.173913043478,0.347826086957,0.478260869565,0.0
Epidemiology,0.130434782609,0.217391304348,0.608695652174,0.0434782608696
Autism spectrum disorders,0.260869565217,0.260869565217,0.347826086957,0.130434782609
Independent component analysis,0.347826086957,0.260869565217,0.260869565217,0.130434782609
Insula,0.0869565217391,0.347826086957,0.565217391304,0.0
Motion,0.173913043478,0.260869565217,0.391304347826,0.173913043478
Reversal learning,0.173913043478,0.391304347826,0.391304347826,0.0434782608696
Implicit memory,0.173913043478,0.304347826087,0.478260869565,0.0434782608696
HIV,0.318181818182,0.272727272727,0.318181818182,0.0909090909091
Behaviour,0.181818181818,0.227272727273,0.363636363636,0.227272727273
Olfaction,0.272727272727,0.227272727273,0.409090909091,0.0909090909091
Cognitive training,0.136363636364,0.181818181818,0.454545454545,0.227272727273
Color,0.272727272727,0.136363636364,0.409090909091,0.181818181818
Visual acuity,0.272727272727,0.227272727273,0.363636363636,0.136363636364
CANTAB,0.318181818182,0.318181818182,0.227272727273,0.136363636364
Electrophysiology,0.227272727273,0.181818181818,0.5,0.0909090909091
Eye gaze,0.181818181818,0.181818181818,0.318181818182,0.318181818182
Cortex,0.272727272727,0.227272727273,0.318181818182,0.181818181818
DTI,0.318181818182,0.0909090909091,0.454545454545,0.136363636364
Medial temporal lobe,0.136363636364,0.363636363636,0.318181818182,0.181818181818
Oscillations,0.181818181818,0.363636363636,0.409090909091,0.0454545454545
Postural control,0.0909090909091,0.409090909091,0.409090909091,0.0909090909091
Antisaccade,0.136363636364,0.227272727273,0.545454545455,0.0909090909091
Amnesia,0.272727272727,0.272727272727,0.363636363636,0.0909090909091
Change detection,0.136363636364,0.227272727273,0.454545454545,0.181818181818
Joint attention,0.0909090909091,0.272727272727,0.363636363636,0.272727272727
Brain imaging,0.227272727273,0.363636363636,0.272727272727,0.136363636364
Social perception,0.227272727273,0.136363636364,0.590909090909,0.0454545454545
N2,0.136363636364,0.272727272727,0.363636363636,0.227272727273
Saccade,0.0909090909091,0.181818181818,0.409090909091,0.318181818182
Encoding,0.142857142857,0.238095238095,0.47619047619,0.142857142857
EEG/ERP,0.285714285714,0.285714285714,0.285714285714,0.142857142857
Language comprehension,0.285714285714,0.0952380952381,0.47619047619,0.142857142857
Sleep deprivation,0.0952380952381,0.285714285714,0.571428571429,0.047619047619
Delirium,0.142857142857,0.285714285714,0.380952380952,0.142857142857
Childhood,0.190476190476,0.428571428571,0.380952380952,0.0
Visual imagery,0.571428571429,0.190476190476,0.142857142857,0.0952380952381
Line bisection,0.380952380952,0.238095238095,0.0952380952381,0.285714285714
Synaesthesia,0.142857142857,0.428571428571,0.428571428571,0.0
Menopause,0.333333333333,0.238095238095,0.380952380952,0.047619047619
Visuospatial,0.333333333333,0.333333333333,0.238095238095,0.0952380952381
Verbal memory,0.142857142857,0.380952380952,0.47619047619,0.0
Spatial,0.285714285714,0.380952380952,0.142857142857,0.190476190476
Visual hallucinations,0.047619047619,0.238095238095,0.52380952381,0.190476190476
Anorexia nervosa,0.285714285714,0.285714285714,0.333333333333,0.0952380952381
Adolescent,0.238095238095,0.285714285714,0.333333333333,0.142857142857
Mentalizing,0.333333333333,0.380952380952,0.238095238095,0.047619047619
Gaze,0.190476190476,0.333333333333,0.333333333333,0.142857142857
Neuropsychological,0.285714285714,0.190476190476,0.47619047619,0.047619047619
Perceptual organization,0.190476190476,0.285714285714,0.47619047619,0.047619047619
Superior temporal sulcus,0.1,0.35,0.4,0.15
Cognitive bias,0.2,0.25,0.4,0.15
Automaticity,0.15,0.2,0.45,0.2
Planning,0.15,0.25,0.55,0.05
Alcoholism,0.15,0.3,0.45,0.1
Posture,0.15,0.25,0.6,0.0
Animal cognition,0.2,0.25,0.35,0.2
Sleep,0.25,0.15,0.55,0.05
Thalamus,0.2,0.4,0.35,0.05
Neuropsychological testing,0.2,0.4,0.35,0.05
Imitation,0.2,0.35,0.45,0.0
Dorsolateral prefrontal cortex,0.2,0.25,0.5,0.05
Cognitive rehabilitation,0.1,0.35,0.5,0.05
Epilepsy surgery,0.2,0.45,0.35,0.0
Autism spectrum disorder,0.4,0.2,0.3,0.1
Morris water maze,0.25,0.15,0.5,0.1
Estrogen,0.25,0.2,0.4,0.15
anxiety,0.2,0.4,0.25,0.15
Vigilance,0.15,0.2,0.45,0.2
Cognitive abilities,0.15,0.3,0.45,0.1
Neuropsychological test,0.05,0.35,0.45,0.1
Attentional blink,0.35,0.15,0.45,0.05
Longitudinal study,0.45,0.25,0.25,0.05
Event-related brain potentials,0.263157894737,0.473684210526,0.210526315789,0.0526315789474
Obsessive-compulsive disorder,0.105263157895,0.157894736842,0.526315789474,0.210526315789
Performance,0.315789473684,0.263157894737,0.421052631579,0.0
visual attention,0.105263157895,0.105263157895,0.368421052632,0.421052631579
Discrimination,0.315789473684,0.315789473684,0.263157894737,0.105263157895
Cognitive assessment,0.0,0.210526315789,0.736842105263,0.0526315789474
Cognitive disorders,0.210526315789,0.368421052632,0.315789473684,0.0526315789474
Concepts,0.105263157895,0.210526315789,0.578947368421,0.105263157895
Mental number line,0.157894736842,0.315789473684,0.473684210526,0.0526315789474
Bilingualism,0.263157894737,0.315789473684,0.368421052632,0.0526315789474
Cross-modal,0.210526315789,0.105263157895,0.526315789474,0.157894736842
Donepezil,0.157894736842,0.315789473684,0.421052631579,0.105263157895
Comparative cognition,0.0526315789474,0.526315789474,0.368421052632,0.0526315789474
Orientation,0.157894736842,0.421052631579,0.315789473684,0.105263157895
Numerosity,0.157894736842,0.157894736842,0.421052631579,0.263157894737
Implicit learning,0.105263157895,0.368421052632,0.421052631579,0.105263157895
Insight,0.0526315789474,0.421052631579,0.473684210526,0.0526315789474
Valence,0.157894736842,0.421052631579,0.263157894737,0.157894736842
Neurocognitive,0.210526315789,0.210526315789,0.421052631579,0.157894736842
Attentional control,0.105263157895,0.473684210526,0.315789473684,0.105263157895
executive function,0.222222222222,0.0555555555556,0.5,0.222222222222
Exercise,0.222222222222,0.277777777778,0.444444444444,0.0555555555556
Evolution,0.388888888889,0.333333333333,0.222222222222,0.0555555555556
Social interaction,0.166666666667,0.333333333333,0.444444444444,0.0555555555556
Intellectual disability,0.166666666667,0.222222222222,0.555555555556,0.0555555555556
Agency,0.166666666667,0.222222222222,0.333333333333,0.277777777778
Diagnosis,0.166666666667,0.388888888889,0.277777777778,0.166666666667
Obesity,0.0555555555556,0.388888888889,0.444444444444,0.111111111111
Parkinsonism,0.166666666667,0.277777777778,0.444444444444,0.111111111111
Perirhinal cortex,0.166666666667,0.388888888889,0.333333333333,0.111111111111
Cocaine,0.277777777778,0.444444444444,0.277777777778,0.0
Training,0.166666666667,0.333333333333,0.444444444444,0.0555555555556
Lexical decision,0.166666666667,0.333333333333,0.388888888889,0.111111111111
Time perception,0.222222222222,0.277777777778,0.333333333333,0.166666666667
Situated cognition,0.111111111111,0.222222222222,0.611111111111,0.0555555555556
Recollection,0.176470588235,0.352941176471,0.470588235294,0.0
children,0.235294117647,0.294117647059,0.294117647059,0.176470588235
Hypertension,0.176470588235,0.294117647059,0.352941176471,0.176470588235
Prefrontal,0.176470588235,0.294117647059,0.470588235294,0.0588235294118
Evaluation,0.235294117647,0.235294117647,0.529411764706,0.0
Intraparietal sulcus,0.0588235294118,0.411764705882,0.470588235294,0.0588235294118
Orbitofrontal cortex,0.235294117647,0.235294117647,0.470588235294,0.0588235294118
Culture,0.0588235294118,0.411764705882,0.176470588235,0.235294117647
Space,0.117647058824,0.470588235294,0.294117647059,0.117647058824
Associative learning,0.294117647059,0.352941176471,0.352941176471,0.0
Treatment,0.117647058824,0.294117647059,0.411764705882,0.176470588235
Normal volunteers,0.294117647059,0.411764705882,0.294117647059,0.0
Huntington's disease,0.235294117647,0.117647058824,0.529411764706,0.117647058824
Visual system,0.235294117647,0.352941176471,0.352941176471,0.0588235294118
Action observation,0.117647058824,0.411764705882,0.352941176471,0.117647058824
Neurodevelopment,0.411764705882,0.176470588235,0.294117647059,0.117647058824
Audition,0.235294117647,0.352941176471,0.411764705882,0.0
Motion perception,0.294117647059,0.176470588235,0.529411764706,0.0
Learning and memory,0.352941176471,0.117647058824,0.470588235294,0.0588235294118
Recall,0.352941176471,0.176470588235,0.235294117647,0.235294117647
Event-related potential (ERP),0.235294117647,0.235294117647,0.411764705882,0.117647058824
Long-term memory,0.294117647059,0.411764705882,0.176470588235,0.117647058824
spatial cognition,0.117647058824,0.235294117647,0.470588235294,0.176470588235
Binocular rivalry,0.176470588235,0.352941176471,0.352941176471,0.117647058824
Cognitive processing,0.294117647059,0.470588235294,0.176470588235,0.0588235294118
Cannabis,0.117647058824,0.235294117647,0.352941176471,0.294117647059
Emotional processing,0.117647058824,0.235294117647,0.470588235294,0.176470588235
Mirror neuron system,0.176470588235,0.176470588235,0.588235294118,0.0588235294118
Reliability,0.294117647059,0.176470588235,0.529411764706,0.0
Medial prefrontal cortex,0.235294117647,0.352941176471,0.352941176471,0.0
Negative symptoms,0.117647058824,0.117647058824,0.705882352941,0.0588235294118
Alertness,0.235294117647,0.235294117647,0.411764705882,0.117647058824
Cognitive outcome,0.176470588235,0.294117647059,0.470588235294,0.0588235294118
Falls,0.117647058824,0.294117647059,0.588235294118,0.0
Breast cancer,0.176470588235,0.411764705882,0.176470588235,0.235294117647
IQ,0.125,0.25,0.4375,0.1875
Motor imagery,0.25,0.1875,0.5625,0.0
Social anxiety,0.3125,0.375,0.1875,0.125
